,VIX,VIX3M,MOVE,HYG,IEF,XLY,XLP,SPX,VIX_TS,HYG_IEF,XLY_XLP,cluster_Vol,cluster_Credit,cluster_Risk_Off,ind_pct_VIX,ind_pct_VIX_TS,ind_pct_MOVE,ind_pct_HYG_IEF,ind_pct_XLY_XLP,regime,max_dd_20d,pre_crash,fwd_5d,fwd_20d,fwd_60d
2019-08-14,22.100000381469727,21.299999237060547,87.22000122070312,85.55999755859375,113.19000244140625,57.38999938964844,58.650001525878906,2840.60009765625,1.037558740519447,0.7558971261873114,0.9785165881764811,1.0,0.996031746031746,0.8134920634920635,0.9087301587301587,0.9126984126984127,1.0,0.996031746031746,0.8134920634920635,C_Stress,0.002291772703590489,False,0.029511311378726646,0.05948389949100563,0.08610146644231098
2019-08-15,21.18000030517578,21.06999969482422,90.62000274658203,85.80999755859375,113.91000366210938,57.29499816894531,59.529998779296875,2847.60009765625,1.0052207219717513,0.7533139741890579,0.9624558935632157,1.0,0.996031746031746,0.8690476190476191,0.8611111111111112,0.8492063492063492,1.0,0.996031746031746,0.8690476190476191,C_Stress,-0.00017207129427276868,False,0.026460826988186525,0.056113846552186875,0.08620591798363653
2019-08-16,18.469999313354492,19.700000762939453,89.5199966430664,86.0999984741211,113.61000061035156,57.94499969482422,60.209999084472656,2888.679931640625,0.9375633806116954,0.7578558050485223,0.9623816737404245,0.996031746031746,0.9880952380952381,0.8690476190476191,0.7023809523809523,0.5436507936507936,0.996031746031746,0.9880952380952381,0.8690476190476191,C_Stress,-0.014390595428528608,False,-0.014390595428528608,0.037830438775821484,0.06865768545439321
2019-08-19,16.8799991607666,18.360000610351562,86.48999786376953,86.3499984741211,113.06999969482422,58.67499923706055,60.810001373291016,2923.64990234375,0.9193899019398442,0.7636862006472064,0.9648906086496455,0.9880952380952381,0.9761904761904762,0.8611111111111112,0.6150793650793651,0.4642857142857143,0.9880952380952381,0.9761904761904762,0.8611111111111112,C_Stress,-0.02617953499169534,False,-0.015484076768206512,0.02806425241351551,0.05752747119689161
2019-08-20,17.5,18.8700008392334,86.86000061035156,86.41999816894531,113.56999969482422,58.689998626708984,60.150001525878906,2900.510009765625,0.9273979449759762,0.7609403751093237,0.975727300712673,0.9880952380952381,0.9841269841269842,0.8095238095238095,0.6448412698412699,0.49603174603174605,0.9880952380952381,0.9841269841269842,0.8095238095238095,C_Stress,-0.018410521654453782,False,-0.01080847766451365,0.036621135712511466,0.06672275863392496
2019-08-21,15.800000190734863,17.719999313354492,84.51000213623047,86.79000091552734,113.2699966430664,59.81999969482422,60.310001373291016,2924.429931640625,0.8916479008454227,0.766222331488345,0.9918752832480651,0.9801587301587301,0.9642857142857143,0.7420634920634921,0.49206349206349204,0.32142857142857145,0.9801587301587301,0.9642857142857143,0.7420634920634921,C_Stress,-0.026439280826049072,False,-0.012477642168675196,0.028162790474405508,0.058883254240004845
2019-08-22,16.68000030517578,18.229999542236328,83.1500015258789,86.94999694824219,113.0199966430664,59.834999084472656,60.630001068115234,2922.949951171875,0.91497535512991,0.7693328572893426,0.9868876468804705,0.9761904761904762,0.9444444444444444,0.7658730158730158,0.6031746031746031,0.42857142857142855,0.9761904761904762,0.9444444444444444,0.7658730158730158,C_Stress,-0.025946336754618105,False,0.0005576992354834331,0.023647383069213435,0.06757214904977715
2019-08-23,19.8700008392334,20.360000610351562,91.81999969482422,86.55000305175781,113.77999877929688,58.244998931884766,59.619998931884766,2847.110107421875,0.9759332143207778,0.7606785373556028,0.976937268959516,1.0,0.9841269841269842,0.7976190476190477,0.7857142857142857,0.75,1.0,0.9841269841269842,0.7976190476190477,C_Stress,0.007744626605771465,False,0.02787031429124398,0.05081290024501439,0.0965610431287276
2019-08-26,19.31999969482422,19.81999969482422,87.9800033569336,86.9800033569336,113.66999816894531,58.81999969482422,60.36000061035156,2878.3798828125,0.9747729562210553,0.765197543398013,0.9744863999344752,0.9880952380952381,0.9642857142857143,0.8134920634920635,0.751984126984127,0.7380952380952381,0.9880952380952381,0.9642857142857143,0.8134920634920635,C_Stress,-0.003203180635808267,False,0.00968952600221007,0.03064926049912109,0.0840056068595989
2019-08-27,20.309999465942383,20.639999389648438,88.66999816894531,86.94000244140625,114.16000366210938,58.529998779296875,60.189998626708984,2869.159912109375,0.984011631130592,0.761562715946744,0.9724206697908863,0.9880952380952381,0.9761904761904762,0.8174603174603174,0.8214285714285714,0.7738095238095238,0.9880952380952381,0.9761904761904762,0.8174603174603174,C_Stress,0.006545480165679685,False,0.023916449166143217,0.04032894945651755,0.08340422149987248
